No,Level,Kode_Acuan,Kode_2025,Judul_2025,Cakupan_2025,Tidak_Cakupan_2025,Kode_2020,Judul_2020,Cakupan_2020,Tidak_Cakupan_2020,Status
2450,Kelompok (Kode KBLI),66199,66199,"AKTIVITAS PENUNJANG JASA KEUANGAN LAINNYA YTDL, KECUALI ASURANSI DAN DANA PENSIUN","Kelompok ini mencakup usaha kegiatan penunjang keuangan lainnya yang tidak diklasifikasikan di tempat lain, seperti -aktivitas fidusiarus atas dasar balas jasa atau kontrak, contohnya wali amanat; -aktivitas agen atau mitra dalam rangka pemasaran efek; -aktivitas agen atau mitra dalam rangka penjualan efek reksa dana; -tokenisasi aset keuangan digital termasuk security token offerings dan initial coin offerings; -validasi dan penambangan aset keuangan digital, misalnya aset kripto yang dianggap sebagai aset keuangan; -aktivitas kantor penerimaan pajak; aktivitas laku pandai; -aktivitas yang berkaitan dengan pengumpulan dan penyaringan informasi layanan keuangan atas dasar balas jasa atau kontrak.",,66199,AKTIVITAS PENUNJANG JASA KEUANGAN LAINNYA YTDL,"Kelompok ini mencakup usaha kegiatan penunjang keuangan lainnya yang tidak diklasifikasikan di tempat lain, seperti penasihat keuangan, mortgage advisers and brokers.",,BERUBAH (judul/definisi berbeda)
2451,Golongan,662,662,"AKTIVITAS PENUNJANG ASURANSI, PENJAMINAN, DAN DANA PENSIUN",,,662,"AKTIVITAS PENUNJANG ASURANSI, PENJAMINAN DAN DANA PENSIUN","Golongan ini mencakup usaha aktivitas: - penilaian risiko dan kerugian dengan kegiatan usaha meliputi penilai risiko asuransi dan penilai kerugian asuransi - agen, broker, pialang asuransi dan penjaminan dengan kegiatan usaha meliputi agen asuransi, pialang asuransi, pialang reasuransi, agen penjamin, broker penjaminan, dan broker penjaminan ulang. - penunjang lainnya untuk asuransi, penjaminan, dan dana pensiun lainnya dengan kegiatan usaha meliputi: konsultan aktuaria; pemeringkat usaha mikro, kecil, menengah dan koperasi; dan aktivitas penunjang asuransi, penjaminan dan dana pensiun lainnya.",,BERUBAH (judul/definisi berbeda)
2452,Sub Golongan,6621,6621,AKTIVITAS PENILAIAN RISIKO DAN KERUGIAN,,,6621,AKTIVITAS PENILAIAN RISIKO DAN KERUGIAN,"Subgolongan ini mencakup kegiatan penaksiran atau penilaian objek risiko atau klaim asuransi. Subgolongan ini tidak mencakup: - Penaksiran real estate, lihat 6820 - Penaksiran untuk tujuan lain, lihat 7490",,TETAP (judul sama)
2453,Kelompok (Kode KBLI),66211,66211,AKTIVITAS PENILAI RISIKO ASURANSI,Kelompok ini mencakup usaha penilaian risiko atau pemberian pendapat ahli terhadap objek pertanggungan yang akan diasuransikan. Kegiatan penilai risiko asuransi (risk surveyor) dilakukan sebelum penutupan asuransi.,,66211,AKTIVITAS PENILAI RISIKO ASURANSI,"Kelompok ini mencakup usaha penilaian risiko atau pemberian pendapat ahli terhadap objek pertanggungan yang akan diasuransikan. Kegiatan penilai risiko asuransi (risk surveyor) dilakukan sebelum penutupan asuransi, dan tidak diatur secara khusus dalam ketentuan Otoritas Jasa Keuangan.",,TETAP (judul sama)
2454,Kelompok (Kode KBLI),66212,66212,AKTIVITAS PENILAI KERUGIAN ASURANSI,Kelompok ini mencakup kegiatan usaha penilaian klaim dan/atau jasa konsultasi atas objek asuransi. Kegiatan penilai kerugian asuransi (loss adjuster) dilakukan pada saat terjadi klaim.,,66212,AKTIVITAS PENILAI KERUGIAN ASURANSI,"Kelompok ini mencakup kegiatan usaha penilaian klaim dan/atau jasa konsultasi atas objek asuransi. Kegiatan penilai kerugian asuransi (loss adjuster) dilakukan pada saat terjadi klaim, dan diatur sesuai dengan ketentuan Otoritas Jasa Keuangan.",,TETAP (judul sama)
2455,Sub Golongan,6622,6622,AKTIVITAS AGEN DAN PIALANG UNTUK ASURANSI DAN PENJAMINAN,,,6622,"AKTIVITAS AGEN, BROKER, PIALANG ASURANSI DAN PENJAMINAN","Subgolongan ini mencakup kegiatan usaha agen asuransi, pialang asuransi, pialang reasuransi, agen penjamin, broker penjaminan, dan broker penjaminan ulang.",,BERUBAH (judul/definisi berbeda)
2456,Kelompok (Kode KBLI),66221,66221,AKTIVITAS AGEN ASURANSI,Kelompok ini mencakup kegiatan yang bertindak untuk dan atas nama perusahaan asuransi atau perusahaan asuransi syariah dan memenuhi persyaratan untuk mewakili perusahaan asuransi atau perusahaan asuransi syariah memasarkan produk asuransi atau produk asuransi syariah.,,66221,AKTIVITAS AGEN ASURANSI,Kelompok ini mencakup kegiatan usaha yang bertindak untuk dan atas nama perusahaan asuransi atau perusahaan asuransi syariah dan memenuhi persyaratan untuk mewakili perusahaan asuransi atau perusahaan asuransi syariah memasarkan produk asuransi atau produk asuransi syariah.,,TETAP (judul sama)
2457,Kelompok (Kode KBLI),66222,66222,AKTIVITAS PIALANG ASURANSI,"Kelompok ini mencakup kegiatan usaha jasa konsultasi dan/atau keperantaraan dalam penutupan asuransi atau asuransi syariah serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama pemegang polis, tertanggung, atau peserta.",,66222,AKTIVITAS PIALANG ASURANSI,"Kelompok ini mencakup kegiatan usaha jasa konsultasi dan/atau keperantaraan dalam penutupan asuransi atau asuransi syariah serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama pemegang polis, tertanggung, atau peserta.",,TETAP (judul sama)
2458,Kelompok (Kode KBLI),66223,66223,AKTIVITAS PIALANG REASURANSI,"Kelompok ini mencakup kegiatan usaha jasa konsultasi dan/atau keperantaraan dalam penempatan reasuransi atau penempatan reasuransi syariah serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama perusahaan asuransi, perusahaan asuransi syariah, perusahaan penjaminan, perusahaan penjaminan syariah, perusahaan reasuransi, atau perusahaan reasuransi syariah yang melakukan penempatan reasuransi atau reasuransi syariah.",,66223,AKTIVITAS PIALANG REASURANSI,"Kelompok ini mencakup kegiatan usaha jasa konsultasi dan/atau keperantaraan dalam penempatan reasuransi atau penempatan reasuransi syariah serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama perusahaan asuransi, perusahaan asuransi syariah, perusahaan penjaminan, perusahaan penjaminan syariah, perusahaan reasuransi, atau perusahaan reasuransi syariah yang melakukan penempatan reasuransi atau reasuransi syariah.",,TETAP (judul sama)
2459,Kelompok (Kode KBLI),66224,66224,AKTIVITAS AGEN PENJAMINAN,Kelompok ini mencakup kegiatan pemasaran kegiatan usaha penjaminan untuk dan atas nama perusahaan penjaminan atau perusahaan penjaminan syariah,,66224,AKTIVITAS AGEN PENJAMIN,Kelompok ini mencakup kegiatan usaha yang melakukan pemasaran kegiatan usaha penjaminan untuk dan atas nama perusahaan penjaminan atau perusahaan penjaminan syariah.,,BERUBAH (judul/definisi berbeda)
2460,Kelompok (Kode KBLI),66225,66225,AKTIVITAS BROKER PENJAMINAN,Kelompok ini mencakup kegiatan pemberian jasa konsultasi dan/atau keperantaraan dalam pemberian penjaminan serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama terjamin.,,66225,AKTIVITAS BROKER PENJAMINAN,Kelompok ini mencakup kegiatan memberikan jasa konsultasi dan/atau keperantaraan dalam pemberian penjaminan serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama terjamin.,,TETAP (judul sama)
2461,Kelompok (Kode KBLI),66226,66226,AKTIVITAS BROKER PENJAMINAN ULANG,Kelompok ini mencakup kegiatan memberikan jasa konsultasi dan/atau keperantaraan dalam pemberian penjaminan ulang serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama terjamin.,,66226,AKTIVITAS BROKER PENJAMINAN ULANG,Kelompok ini mencakup kegiatan memberikan jasa konsultasi dan/atau keperantaraan dalam pemberian penjaminan ulang serta penanganan penyelesaian klaimnya dengan bertindak untuk dan atas nama terjamin.,,TETAP (judul sama)
2462,Sub Golongan,6629,6629,"AKTIVITAS PENUNJANG LAINNYA UNTUK ASURANSI, PENJAMINAN, DAN DANA PENSIUN",,,6629,"AKTIVITAS PENUNJANG LAINNYA UNTUK ASURANSI, PENJAMINAN, DAN DANA PENSIUN","Subgolongan ini mencakup usaha penunjang lainnya untuk asuransi, penjaminan, dan dana pensiun, yang meliputi antara lain konsultan aktuaria; pemeringkat usaha mikro, kecil, menengah dan koperasi dan aktivitas penunjang asuransi; dan dana pensiun lainnya yang belum diklasifikasikan di tempat lain.","Subgolongan ini tidak mencakup kegiatan penyelamatan kapal, lihat 5222.",TETAP (judul sama)
2463,Kelompok (Kode KBLI),66291,66291,AKTIVITAS ADVISORI AKTUARIA,"Kelompok ini mencakup jasa aktuaria, yaitu kegiatan yang menerapkan prinsip-prinsip matematika untuk menentukan atau menghitung kemungkinan-kemungkinan berdasarkan data statistik dalam menyusun atau merancang berbagai jenis program asuransi jiwa serta menentukan besarnya tarif premi",,66291,AKTIVITAS KONSULTAN AKTUARIA,"Kelompok ini mencakup usaha aktuaria, dengan kegiatan usaha meliputi kegiatan yang menerapkan prinsip-prinsip matematika untuk menentukan atau menghitung kemungkinan-kemungkinan berdasarkan data-data statistik dalam menyusun atau merancang berbagai jenis program asuransi jiwa, dan menentukan besarnya tarif premi.",,BERUBAH (judul/definisi berbeda)
2464,Kelompok (Kode KBLI),66292,66292,AKTIVITAS PENGAWASAN JASA KEUANGAN ASURANSI DAN DANA PENSIUN,"Kelompok ini mencakup kegiatan yang terkait dengan fungsi pengaturan, pengawasan, pemeriksaan, dan penyidikan terhadap kegiatan jasa keuangan di sektor perasuransian, penjaminan, dan dana pensiun.",Kelompok ini tidak mencakup aktivitas otoritas pengawas keuangan terkait jasa keuangan selain asuransi dan dana pensiun (lihat kelompok 66116).,66292,"AKTIVITAS PEMERINGKAT USAHA MIKRO, KECIL, MENENGAH DAN KOPERASI","Kelompok ini mencakup kegiatan usaha yang memberikan layanan pemeringkatan bagi usaha mikro, kecil, menengah dan koperasi.",,BERUBAH (judul/definisi berbeda)
2465,Kelompok (Kode KBLI),66299,66299,"AKTIVITAS PENUNJANG LAINNYA UNTUK ASURANSI, PENJAMIAN, DAN DANA PENSIUN YTDL","Kelompok ini mencakup aktivitas lainnya yang tidak dicakup di tempat lain terkait atau berkaitan erat dengan asuransi penjaminan dan dana pensiun selain perantara keuangan, penyesuaian klaim, dan aktivitas agen asuransi, seperti - administrasi salvage; - aktivitas konsultan asuransi dan dana pensiun.","Kelompok ini tidak mencakup - kegiatan penyelamatan kapal, lihat subgolongan 5222; - penerbitan aplikasi/piranti lunak asuransi, lihat subgolongan 5829.",66299,"AKTIVITAS PENUNJANG ASURANSI, DAN DANA PENSIUN LAINNYA","Kelompok ini mencakup usaha penunjang asuransi, penjaminan, dan dana pensiun lainnya yang belum diklasifikasikan di tempat lain.",,BERUBAH (judul/definisi berbeda)
2466,Golongan,663,663,AKTIVITAS MANAJEMEN DANA,,,663,AKTIVITAS MANAJEMEN DANA,"Golongan ini mencakup kegiatan portofolio dan manajemen pendanaan atas dasar balas jasa atau kontrak, seperti manajemen dana bersama selain dana pensiun.",,TETAP (judul sama)
2467,Sub Golongan,6630,6630,AKTIVITAS MANAJEMEN DANA,,,,,,,BARU (hanya ada di KBLI 2025)
2468,Kelompok (Kode KBLI),66301,66301,MANAJEMEN INVESTASI KONVENSIONAL DI PASAR KEUANGAN,"Kelompok ini mencakup kegiatan pengelolaan portofolio efek, investasi kolektif, dan/atau portofolio investasi lainnya untuk kepentingan sekelompok nasabah atau nasabah individual secara konvensional",,,,,,BARU (hanya ada di KBLI 2025)
2469,Kelompok (Kode KBLI),66302,66302,MANAJEMEN INVESTASI SYARIAH DI PASAR KEUANGAN,"Kelompok ini mencakup kegiatan pengelolaan portofolio efek , investasi kolektif, dan/atau portofolio investasi lainnya untuk kepentingan sekelompok nasabah atau nasabah individual berdasarkan prinsip syariah..",,,,,,BARU (hanya ada di KBLI 2025)
2470,Kelompok (Kode KBLI),66303,66303,MANAJEMEN INVESTASI DI PERDAGANGAN BERJANGKA KOMODITAS,"Kelompok ini mencakup kegiatan penghimpunan dan pengelolaan dana dari individu atau sekelompok individu untuk diinvestasikan dalam kontrak berjangka, termasuk juga untuk pihak yang menjalankan fungsi sebagai wakil pengelola sentra dana berjangka.",,,,,,BARU (hanya ada di KBLI 2025)
2471,Kelompok (Kode KBLI),66309,66309,AKTIVITAS MANAJEMEN DANA LAINNYA,"Kelompok ini mencakup kegiatan portofolio dan manajemen pendanaan atas dasar balas jasa atau kontrak, seperti manajemen reksadana selain dana investasi dan dana pensiun yang belum tercakup di kelompok lain.",,,,,,BARU (hanya ada di KBLI 2025)
2472,Kelompok (Kode KBLI),68120,,,,,68120,KAWASAN PARIWISATA,"Kelompok ini mencakup pengusahaan lahan dengan luas sekurang-kurangnya 100 hektar dengan menata dan membagi lebih lanjut menjadi satuan-satuan simpul atau lingkungan tertentu, membangun atau menyewakan satuan-satuan simpul untuk pembangunan usaha sarana dan prasarana wisata yang diperlukan dengan persyaratan yang telah dipersiapkan sebelumnya, melaksanakan dan atau mengawasi pembangunan usaha pariwisata sesuai persyaratan yang ada serta membangun atau menyediakan tempat untuk keperluan administrasi usaha kawasan pariwisata.",,DIHAPUS (hanya ada di KBLI 2020)
2473,Sub Golongan,6813,,,,,6813,KAWASAN INDUSTRI,"Subgolongan ini mencakup : - Pengusahaan lahan dengan luas sekurang-kurangnya 50 hektar dalam satu hamparan yang dijadikan kawasan tempat pemusatan kegiatan industri yang dilengkapi dengan sarana dan prasarana penunjang yang dikembangkan dan dikelola oleh perusahaan kawasan industri yang telah memiliki izin usaha kawasan industri - Pengusahaan lahan kawasan industri tertentu untuk usaha mikro, kecil, dan menengah paling rendah 5 (lima) hektar dalam satu hamparan.",,DIHAPUS (hanya ada di KBLI 2020)
2474,Kelompok (Kode KBLI),68130,,,,,68130,KAWASAN INDUSTRI,"Kelompok ini mencakup pengusahaan lahan dengan luas sekurang-kurangnya 50 hektar dalam satu hamparan yang dijadikan kawasan tempat pemusatan kegiatan industri yang dilengkapi dengan sarana dan prasarana penunjang yang dikembangkan dan dikelola oleh perusahaan kawasan industri yang telah memiliki izin usaha kawasan industri. Termasuk pengusahaan lahan kawasan industri tertentu untuk usaha mikro, kecil, dan menengah paling rendah 5 (lima) hektar dalam satu hamparan.",,DIHAPUS (hanya ada di KBLI 2020)
2475,Sub Golongan,6820,,,,,6820,REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK,"Subgolongan ini mencakup kegiatan penyediaan real estat atas dasar balas jasa atau kontrak, termasuk jasa yang berkaitan dengan real estat seperti : - Kegiatan agen dan makelar real estat - Perantara pembelian, penjualan dan penyewaan real estat atas dasar balas jasa atau kontrak - Pengelolaan real estat atas dasar balas jasa atau kontrak - Jasa penaksiran real estat - Agen pemegang wasiat real estat","Subgolongan ini tidak mencakup : - Kegiatan hukum, lihat 6910 - Jasa penunjang fasilitas, lihat 8110 - Pengelolaan fasilitas, seperti pangkalan militer, penjara dan fasilitas lain kecuali pengelolaan fasilitas komputer, lihat 8110",DIHAPUS (hanya ada di KBLI 2020)
2476,Kelompok (Kode KBLI),68200,,,,,68200,REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK,"Kelompok ini mencakup kegiatan penyediaan real estat atas dasar balas jasa atau kontrak, termasuk jasa yang berkaitan dengan real estat seperti kegiatan agen dan makelar real estat, perantara pembelian, penjualan dan penyewaan real estat atas dasar balas jasa atau kontrak, pengelolaan real estat atas dasar balas jasa atau kontrak, jasa penaksiran real estat dan agen pemegang wasiat real estat.",,DIHAPUS (hanya ada di KBLI 2020)
2477,Kategori,M,,M.  AKTIVITAS REAL ESTAT,,,,"M. AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS","Kategori ini mencakup khususnya kegiatan profesional, ilmu pengetahuan dan teknik, kegiatan ini membutuhkan suatu tingkat pelatihan yang tinggi dan menghasilkan ilmu pengetahuan dan ketrampilan khusus yang tersedia untuk pengguna.",,BERUBAH (judul/definisi berbeda)
2478,Golongan Pokok,68,68,AKTIVITAS REAL ESTAT,,,68,REAL ESTAT,"Golongan pokok ini mencakup pembelian, penjualan, penyewaan dan pengoperasian real estat, gedung dan hunian, mall dan tempat pembelanjaan serta tanah milik sendiri atau yang disewa, juga penyediaan hunian untuk penggunaan yang lebih lama, khususnya dalam bulanan atau tahunan. Golongan pokok ini juga mencakup pembangunan gedung yang dikelola sendiri.",,BERUBAH (judul/definisi berbeda)
2479,Golongan,681,681,AKTIVITAS REAL ESTAT DENGAN PROPERTI MILIK SENDIRI ATAU SEWA,,,681,REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA DAN KAWASAN PARIWISATA,"Golongan ini mencakup pembelian, penjualan, penyewaan dan pengoperasian real estat, gedung dan hunian, mall dan tempat pembelanjaan serta tanah milik sendiri atau yang disewa, juga penyediaan hunian untuk penggunaan yang lebih lama, khususnya dalam bulanan atau tahunan. Golongan ini juga mencakup pembangunan gedung yang dikelola sendiri. Termasuk pengusahaan kawasan pariwisata.","Tidak mencakup pengembangan proyek bangunan, penyediaan hotel dan akomodasi sejenis dan non hunian lainnya atau tempat akomodasi jangka pendek.",BERUBAH (judul/definisi berbeda)
2480,Sub Golongan,6811,6811,AKTIVITAS REAL ESTAT (BANGUNAN DAN LAHAN) HUNIAN MILIK SENDIRI ATAU SEWA,,,6811,REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA,"Subgolongan ini mencakup : - Pembelian, penjualan, penyewaan, dan pengoperasian real estat milik sendiri atau sewa, seperti bangunan apartemen dan hunian, bangunan non hunian termasuk fasilitas penyimpanan/gudang, mall dan pusat perbelanjaan, tanah, tempat penyelenggaraan pertemuan, perjalanan insentif, konferensi, pameran dan event khusus - Penyediaan rumah dan flat atau apartemen dengan atau tanpa perabotan untuk digunakan secara permanen, baik dalam bulanan atau tahunan Subgolongan ini mencakup : - Pengembangan gedung untuk dioperasikan sendiri, sebagai contoh untuk penyewaan ruang-ruang di gedung tersebut - Pembagian real estat menjadi tanah kapling tanpa pengembangan lahan - Pengoperasian kawasan untuk hunian untuk rumah yang dapat dipindah-pindah","Subgolongan ini tidak mencakup : - Pembangunan gedung untuk dijual, lihat 4101 - Pembagian dan pengembangan lahan, lihat 4291 - Pengoperasian hotel, suite hotel dan akomodasi atau penginapan sejenisnya, lihat 5511 - Pengoperasian apartemen hotel, kondominium hotel dan akomodasi atau penginapan sejenisnya, lihat 5519 - Pengoperasian bumi perkemahan, taman karavan dan akomodasi sejenis, lihat 5519 - Pengoperasian hostel pekerja, asrama dan akomodasi sejenisnya, lihat 5590",BERUBAH (judul/definisi berbeda)
2481,Kelompok (Kode KBLI),68111,68111,AKTIVITAS PENGEMBANGAN BANGUNAN DAN LAHAN HUNIAN,"Kelompok ini mencakup   - pembelian, penjualan bangunan hunian, seperti bangunan apartemen dan bangunan tempat tinggal; - Pengembangan rumah, flat, atau apartemen, dengan atau tanpa perabotan, untuk digunakan secara lebih permanen, tahunan;   - pengembangan lokasi rumah mobil hunian untuk tempat tinggal utama; - pengembangan proyek bangunan hunian untuk dijual",,68111,REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA,"Kelompok ini mencakup usaha pembelian, penjualan, persewaan dan pengoperasian real estat baik yang dimiliki sendiri maupun disewa, seperti bangunan apartemen, bangunan hunian dan bangunan non hunian (seperti fasilitas penyimpanan/gudang, mall, pusat perbelanjaan dan lainnya) serta penyediaan rumah dan flat atau apartemen dengan atau tanpa perabotan untuk digunakan secara permanen, baik dalam bulanan atau tahunan. Termasuk kegiatan penjualan tanah, pengembangan gedung untuk dioperasikan sendiri (untuk penyewaan ruang-ruang di gedung tersebut), pembagian real estat menjadi tanah kapling tanpa pengembangan lahan dan pengoperasian kawasan hunian untuk rumah yang bisa dipindah-pindah.",,BERUBAH (judul/definisi berbeda)
